,target,rmse,r2,start,mid,end,actual,predict
38,target_9,0.7424165374747821,0.0821709651035688,90,150,180,"[[5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]]","[[5.43723299]
 [5.2057215 ]
 [4.09592149]
 [4.83707566]
 [4.5148304 ]
 [4.30835627]
 [4.38972321]
 [4.51188866]
 [4.10734318]
 [4.40726334]
 [4.48551508]
 [4.14689963]
 [4.47374619]
 [4.2459046 ]
 [4.21419889]
 [4.10696703]
 [4.28959861]
 [4.21949685]
 [4.11621903]
 [4.07950736]
 [4.0439564 ]
 [3.92838546]
 [4.1530011 ]
 [4.38173507]
 [4.6634755 ]
 [5.10251721]
 [4.7086242 ]
 [4.74554408]
 [4.51892707]
 [4.64748287]
 [4.68123316]
 [3.73851504]
 [4.93746068]
 [4.751803  ]
 [5.37861905]
 [4.44622856]
 [5.44739627]
 [5.25863131]
 [5.44269605]
 [5.1174618 ]
 [5.11398518]
 [5.30681218]
 [5.95459601]
 [5.87914679]
 [5.71692625]
 [4.72746402]
 [6.14280141]
 [6.09014791]
 [5.52043546]
 [5.35763046]
 [5.30352222]
 [6.57977038]
 [6.12914904]
 [6.30523934]
 [6.07320248]
 [6.19608857]
 [5.93225968]
 [5.51232007]
 [5.68007484]
 [5.80851595]]"
39,target_10,0.7593317522714691,0.01325199078201933,90,150,180,"[[6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]]","[[5.2774617 ]
 [4.99679296]
 [4.07399416]
 [4.68046518]
 [4.48963061]
 [4.29806336]
 [4.43435808]
 [4.57112833]
 [4.18017118]
 [4.44265444]
 [4.57742127]
 [4.21314901]
 [4.55302908]
 [4.29998197]
 [4.27242584]
 [4.18110703]
 [4.36344976]
 [4.28493552]
 [4.18929273]
 [4.13147487]
 [4.08099124]
 [3.97548924]
 [4.21049878]
 [4.28460465]
 [4.55609201]
 [4.89735473]
 [4.64713577]
 [4.68474077]
 [4.43421343]
 [4.58970122]
 [4.60685304]
 [3.37087901]
 [4.85841485]
 [4.63605887]
 [5.19640983]
 [4.08328523]
 [5.28580069]
 [5.155174  ]
 [5.37398502]
 [5.02357779]
 [4.89133741]
 [5.1774132 ]
 [5.72899594]
 [5.690787  ]
 [5.53664327]
 [4.1429779 ]
 [5.86247536]
 [5.84061284]
 [5.23500661]
 [4.50900186]
 [5.22813063]
 [6.41634211]
 [5.92898868]
 [6.1161944 ]
 [5.87336603]
 [6.02626874]
 [5.73559822]
 [5.29611577]
 [5.52214914]
 [5.640574  ]]"
40,target_1,0.3704791689204752,0.8973179793164764,120,180,210,"[[4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]
 [2.61]]","[[4.16157437]
 [4.730782  ]
 [4.6682568 ]
 [4.79626908]
 [4.66773974]
 [5.57295767]
 [5.66319764]
 [5.79530105]
 [5.55280651]
 [5.42952125]
 [5.81331435]
 [5.71056038]
 [5.40039192]
 [5.49872692]
 [5.51912793]
 [6.55544435]
 [6.60633939]
 [6.37143191]
 [6.04106862]
 [7.85112184]
 [7.04737109]
 [6.77708712]
 [6.79602619]
 [6.52872096]
 [6.29023601]
 [6.01472628]
 [5.83375421]
 [5.66652139]
 [5.58077741]
 [5.71218909]
 [5.68278586]
 [5.36648175]
 [5.24183538]
 [5.14242261]
 [4.66506536]
 [4.59473484]
 [4.99252793]
 [4.85472647]
 [4.83700724]
 [4.81587173]
 [4.53691422]
 [4.43913984]
 [4.39081231]
 [4.19557499]
 [4.24523125]
 [4.20991235]
 [4.05987943]
 [3.97143796]
 [3.67661002]
 [3.01449319]
 [3.26052508]
 [4.25124275]
 [3.56722803]
 [3.19602322]
 [3.17238731]
 [3.1863036 ]
 [3.04733456]
 [3.01086685]
 [2.80957767]
 [2.76798572]]"
41,target_2,0.8685992262005926,0.4030069584486883,120,180,210,"[[4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]
 [2.79]]","[[4.12662057]
 [5.60784648]
 [4.62359321]
 [4.80819414]
 [4.47541776]
 [6.13565305]
 [5.46767253]
 [5.52404811]
 [5.23758707]
 [5.11946774]
 [5.71643134]
 [5.64412502]
 [5.10346405]
 [5.08679814]
 [5.10975052]
 [7.25818496]
 [6.22915446]
 [6.20303717]
 [5.77369051]
 [8.868916  ]
 [6.73852723]
 [6.03480103]
 [6.39142101]
 [5.99317958]
 [5.92744127]
 [5.56543336]
 [5.54147786]
 [5.59199528]
 [5.19308098]
 [5.20566684]
 [5.30946447]
 [5.02837995]
 [4.90721635]
 [5.07992976]
 [4.60240364]
 [4.42743519]
 [4.7113573 ]
 [4.70928971]
 [4.67241807]
 [4.6365095 ]
 [4.37179055]
 [4.69224485]
 [4.62135767]
 [4.32780859]
 [4.4940409 ]
 [4.40215608]
 [4.14752806]
 [4.54398825]
 [5.19092713]
 [3.77595528]
 [4.34306681]
 [6.11119657]
 [4.45896491]
 [3.76133839]
 [3.86422979]
 [3.73984356]
 [3.79428654]
 [3.73775786]
 [3.51663671]
 [3.53024897]]"
42,target_3,1.5416402033663805,-0.9767217551419582,120,180,210,"[[4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]
 [2.75]]","[[ 4.11391545]
 [ 6.8538301 ]
 [ 4.5646556 ]
 [ 4.80313234]
 [ 4.27806571]
 [ 7.15057544]
 [ 5.71814314]
 [ 5.39694695]
 [ 5.05364839]
 [ 5.00500567]
 [ 6.09535562]
 [ 5.58324999]
 [ 5.15106223]
 [ 4.90615108]
 [ 4.86396202]
 [ 8.62662622]
 [ 6.16126625]
 [ 6.08290078]
 [ 5.82124676]
 [10.97257425]
 [ 6.56025802]
 [ 5.80732663]
 [ 5.97847257]
 [ 5.60246062]
 [ 5.58440742]
 [ 5.20955643]
 [ 5.2592178 ]
 [ 5.47239413]
 [ 4.93019132]
 [ 4.81790167]
 [ 5.04525645]
 [ 4.81195447]
 [ 4.60576752]
 [ 4.84159338]
 [ 4.49530791]
 [ 4.30307079]
 [ 4.55818532]
 [ 4.60701526]
 [ 4.42487614]
 [ 4.47476272]
 [ 4.3125845 ]
 [ 5.07499329]
 [ 4.95652981]
 [ 4.60824762]
 [ 4.93325658]
 [ 4.628852  ]
 [ 4.28720457]
 [ 5.13216063]
 [ 7.47740996]
 [ 4.58651477]
 [ 5.7024951 ]
 [ 8.92047014]
 [ 5.62091508]
 [ 4.35691075]
 [ 4.8201034 ]
 [ 4.27066459]
 [ 4.63465237]
 [ 4.64016351]
 [ 4.25144535]
 [ 4.3282686 ]]"
43,target_4,1.9036693857057476,-2.1818004413278183,120,180,210,"[[4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]
 [2.97]]","[[ 4.14221424]
 [ 7.82195532]
 [ 4.59828934]
 [ 4.95140058]
 [ 4.3390231 ]
 [ 8.05969715]
 [ 6.10556751]
 [ 5.66423819]
 [ 5.16902297]
 [ 5.25978749]
 [ 6.69148495]
 [ 5.75513219]
 [ 5.40388809]
 [ 5.1106169 ]
 [ 5.08915823]
 [10.08119762]
 [ 6.61422326]
 [ 6.3545744 ]
 [ 6.3930556 ]
 [12.89642776]
 [ 7.00760208]
 [ 6.20419935]
 [ 6.25713599]
 [ 5.82465307]
 [ 5.78171543]
 [ 5.32178514]
 [ 5.40473439]
 [ 5.75615884]
 [ 5.16717541]
 [ 5.00688123]
 [ 5.23407747]
 [ 4.87942248]
 [ 4.72194518]
 [ 4.78169809]
 [ 4.49022367]
 [ 4.34860061]
 [ 4.57351225]
 [ 4.70051208]
 [ 4.4703143 ]
 [ 4.54294083]
 [ 4.42930862]
 [ 5.31815855]
 [ 5.17217186]
 [ 4.7891299 ]
 [ 5.20520036]
 [ 4.74936054]
 [ 4.37660784]
 [ 5.28921478]
 [ 8.54716484]
 [ 4.78603402]
 [ 6.3021211 ]
 [10.58639095]
 [ 6.07519019]
 [ 4.45738434]
 [ 5.14973906]
 [ 4.30387496]
 [ 4.79063407]
 [ 4.82135219]
 [ 4.34700249]
 [ 4.42367669]]"
44,target_5,2.0853224028676913,-2.9988541751825935,120,180,210,"[[4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]
 [3.12]]","[[ 4.14408691]
 [ 8.4565497 ]
 [ 4.59434311]
 [ 5.10482562]
 [ 4.48016789]
 [ 8.53740883]
 [ 6.11074359]
 [ 5.88883437]
 [ 5.18714932]
 [ 5.46923419]
 [ 6.95613052]
 [ 5.84166967]
 [ 5.4097938 ]
 [ 5.24664179]
 [ 5.35706152]
 [11.10448519]
 [ 6.9147006 ]
 [ 6.56493521]
 [ 6.93426304]
 [13.80839916]
 [ 7.44418658]
 [ 6.40222019]
 [ 6.6715932 ]
 [ 6.04348739]
 [ 6.037644  ]
 [ 5.41869401]
 [ 5.60421644]
 [ 6.23113258]
 [ 5.52064883]
 [ 5.29864198]
 [ 5.51845737]
 [ 4.89303779]
 [ 4.95286186]
 [ 4.79104994]
 [ 4.50577887]
 [ 4.49369343]
 [ 4.46673275]
 [ 4.85166059]
 [ 4.64489618]
 [ 4.62449564]
 [ 4.54931338]
 [ 5.33643982]
 [ 5.18929109]
 [ 4.78461352]
 [ 5.28353572]
 [ 4.79924218]
 [ 4.44719909]
 [ 5.19367065]
 [ 8.48266318]
 [ 4.72550177]
 [ 6.43841381]
 [11.09061841]
 [ 6.00487815]
 [ 4.34846527]
 [ 5.08008363]
 [ 4.15277589]
 [ 4.58842442]
 [ 4.57804419]
 [ 4.18545093]
 [ 4.21593618]]"
45,target_6,2.283211940425051,-3.99559251691407,120,180,210,"[[4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]
 [3.  ]]","[[ 4.16017625]
 [ 8.7089253 ]
 [ 4.67153385]
 [ 5.20520916]
 [ 4.52912893]
 [ 8.88240408]
 [ 6.36400437]
 [ 6.09493791]
 [ 5.35904423]
 [ 5.62853841]
 [ 7.24357492]
 [ 6.05953296]
 [ 5.59259496]
 [ 5.40260857]
 [ 5.49974711]
 [11.60061253]
 [ 7.23832589]
 [ 6.85054727]
 [ 7.18490547]
 [14.63564583]
 [ 7.80106853]
 [ 6.70154485]
 [ 6.95718364]
 [ 6.30529109]
 [ 6.27530652]
 [ 5.62043914]
 [ 5.79762305]
 [ 6.42338741]
 [ 5.66257158]
 [ 5.44785588]
 [ 5.69682325]
 [ 5.03259856]
 [ 5.06074428]
 [ 4.90408009]
 [ 4.56869795]
 [ 4.54127066]
 [ 4.57092301]
 [ 4.95088728]
 [ 4.70823364]
 [ 4.70578227]
 [ 4.60236934]
 [ 5.46337514]
 [ 5.30485652]
 [ 4.86243868]
 [ 5.39798761]
 [ 4.87697974]
 [ 4.48615042]
 [ 5.30616239]
 [ 8.84038608]
 [ 4.74597117]
 [ 6.5674776 ]
 [11.58731488]
 [ 6.16245596]
 [ 4.3593925 ]
 [ 5.13810842]
 [ 4.15252382]
 [ 4.62387814]
 [ 4.61733139]
 [ 4.16995425]
 [ 4.20741711]]"
46,target_7,2.432602074808681,-4.966648593614867,120,180,210,"[[4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]
 [3.09]]","[[ 4.20129673]
 [ 8.84883918]
 [ 4.76411334]
 [ 5.20485189]
 [ 4.45972873]
 [ 9.07114219]
 [ 6.59927081]
 [ 6.09306112]
 [ 5.46258569]
 [ 5.58932561]
 [ 7.33569962]
 [ 6.1786955 ]
 [ 5.75366055]
 [ 5.41051473]
 [ 5.40736928]
 [11.66412536]
 [ 7.24562121]
 [ 6.94973627]
 [ 7.02574207]
 [14.99219068]
 [ 7.77433506]
 [ 6.79974418]
 [ 6.86280859]
 [ 6.28812279]
 [ 6.24789198]
 [ 5.66673387]
 [ 5.7745428 ]
 [ 6.2670895 ]
 [ 5.54227164]
 [ 5.29545139]
 [ 5.58449567]
 [ 5.12875423]
 [ 4.9417025 ]
 [ 5.01475146]
 [ 4.66993108]
 [ 4.53539379]
 [ 4.72482092]
 [ 4.91923546]
 [ 4.62918371]
 [ 4.68538247]
 [ 4.57724609]
 [ 5.61826974]
 [ 5.43040144]
 [ 4.96431727]
 [ 5.49674838]
 [ 4.94263078]
 [ 4.49751465]
 [ 5.58633347]
 [ 9.49149071]
 [ 4.96306924]
 [ 6.85284991]
 [12.05459575]
 [ 6.50641041]
 [ 4.55664736]
 [ 5.4154302 ]
 [ 4.37193764]
 [ 4.94695087]
 [ 4.98248186]
 [ 4.41324992]
 [ 4.50006984]]"
47,target_8,2.9411673406285535,-8.06969404537537,120,180,210,"[[3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]
 [3.54]]","[[ 4.24841229]
 [ 9.56182114]
 [ 4.86364296]
 [ 5.49710652]
 [ 4.60345179]
 [ 9.95059272]
 [ 6.97013724]
 [ 6.48572451]
 [ 5.65995944]
 [ 5.93130918]
 [ 7.99891452]
 [ 6.57611788]
 [ 5.94724622]
 [ 5.62350656]
 [ 5.6569    ]
 [12.91969392]
 [ 7.91153656]
 [ 7.40259361]
 [ 7.68380281]
 [17.15850953]
 [ 8.45223202]
 [ 6.99644427]
 [ 7.36199268]
 [ 6.69485758]
 [ 6.64773468]
 [ 5.89189413]
 [ 6.11666057]
 [ 6.71672667]
 [ 5.72773263]
 [ 5.60649355]
 [ 5.91547883]
 [ 5.18483758]
 [ 5.18437763]
 [ 5.05822764]
 [ 4.60634601]
 [ 4.42143841]
 [ 4.72941964]
 [ 5.08815682]
 [ 4.79774442]
 [ 4.90888533]
 [ 4.6830678 ]
 [ 6.00052024]
 [ 5.82939576]
 [ 5.25437525]
 [ 5.86710148]
 [ 5.19549182]
 [ 4.65168265]
 [ 5.87335496]
 [10.73832438]
 [ 5.24276948]
 [ 7.44479466]
 [13.95492803]
 [ 7.14467998]
 [ 4.73933461]
 [ 5.69570525]
 [ 4.47175575]
 [ 5.17148946]
 [ 5.17089308]
 [ 4.56585572]
 [ 4.65058236]]"
48,target_9,2.913333906145701,-8.071170975684762,120,180,210,"[[4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]
 [3.04]]","[[ 4.2683663 ]
 [ 9.75716448]
 [ 4.80531841]
 [ 5.42979377]
 [ 4.51507651]
 [ 9.85778695]
 [ 6.6349399 ]
 [ 6.17407849]
 [ 5.36829595]
 [ 5.65787677]
 [ 7.66120291]
 [ 6.32611817]
 [ 5.66109325]
 [ 5.3184836 ]
 [ 5.37434419]
 [12.75339683]
 [ 7.40025455]
 [ 7.04251912]
 [ 7.33130304]
 [16.67405443]
 [ 7.94678117]
 [ 6.40900705]
 [ 6.90495122]
 [ 6.19714913]
 [ 6.25758648]
 [ 5.50939082]
 [ 5.81349541]
 [ 6.55044929]
 [ 5.48168527]
 [ 5.26201177]
 [ 5.62341586]
 [ 4.94358503]
 [ 4.970152  ]
 [ 4.96453007]
 [ 4.58788409]
 [ 4.4146431 ]
 [ 4.53945214]
 [ 4.99312682]
 [ 4.7046231 ]
 [ 4.77391654]
 [ 4.61753547]
 [ 6.00118825]
 [ 5.82708559]
 [ 5.26103588]
 [ 5.90820443]
 [ 5.25658773]
 [ 4.72233844]
 [ 6.05526379]
 [10.99476265]
 [ 5.61617327]
 [ 7.84227862]
 [14.20420071]
 [ 7.38845911]
 [ 5.03825636]
 [ 6.00511528]
 [ 4.78266665]
 [ 5.51583366]
 [ 5.50597999]
 [ 4.95768566]
 [ 5.05644486]]"
49,target_10,2.622055383105981,-6.745959006129542,120,180,210,"[[4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]
 [5.72]
 [5.67]
 [5.32]
 [5.21]
 [4.78]
 [4.61]
 [4.88]
 [4.91]
 [4.86]
 [4.71]
 [4.65]
 [4.65]
 [4.13]
 [4.06]
 [4.04]
 [4.14]
 [4.05]
 [4.08]
 [3.54]
 [2.96]
 [2.78]]","[[ 4.36785013]
 [ 9.08098428]
 [ 5.08014336]
 [ 5.54435238]
 [ 4.85066152]
 [ 9.5248175 ]
 [ 7.22799317]
 [ 6.83927791]
 [ 6.12088544]
 [ 6.23562033]
 [ 7.99503396]
 [ 6.77912892]
 [ 6.37376431]
 [ 6.12460201]
 [ 6.16452334]
 [12.54054249]
 [ 8.2306911 ]
 [ 7.83510212]
 [ 7.90477582]
 [15.84156119]
 [ 8.93647194]
 [ 8.08322832]
 [ 8.00581065]
 [ 7.33041647]
 [ 7.1812016 ]
 [ 6.53019987]
 [ 6.52295026]
 [ 6.95518492]
 [ 6.36617353]
 [ 6.11845529]
 [ 6.31521228]
 [ 5.77123176]
 [ 5.55042172]
 [ 5.49997469]
 [ 5.05030667]
 [ 4.96538658]
 [ 5.20640975]
 [ 5.32077824]
 [ 5.07009182]
 [ 5.06803945]
 [ 4.92432478]
 [ 5.69495089]
 [ 5.48456789]
 [ 5.00941464]
 [ 5.51163428]
 [ 4.97593898]
 [ 4.55050855]
 [ 5.38419294]
 [ 8.70287171]
 [ 4.41534161]
 [ 6.31118463]
 [11.3999796 ]
 [ 5.99558446]
 [ 4.12577807]
 [ 4.95350914]
 [ 3.95005608]
 [ 4.37783583]
 [ 4.40969154]
 [ 3.81033937]
 [ 3.8534496 ]]"
