,target,rmse,r2,start,mid,end,actual,predict
25,target_6,1.1985376165570822,-2.3208484845977893,60,120,150,"[[4.3 ]
 [3.89]
 [3.92]
 [3.99]
 [4.1 ]
 [5.32]
 [5.12]
 [4.6 ]
 [4.55]
 [4.52]
 [4.72]
 [4.56]
 [4.66]
 [4.63]
 [4.58]
 [5.11]
 [5.6 ]
 [5.07]
 [5.13]
 [5.31]
 [5.59]
 [5.45]
 [5.38]
 [5.91]
 [6.45]
 [5.99]
 [6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]]","[[4.04196224]
 [3.79706994]
 [3.54015778]
 [3.62421657]
 [3.76254294]
 [3.66815624]
 [3.73614031]
 [3.70563717]
 [3.71600366]
 [3.83351847]
 [4.16899667]
 [3.98329977]
 [3.80365326]
 [3.87470458]
 [3.94980045]
 [3.70670753]
 [3.9470677 ]
 [4.11163598]
 [4.16049013]
 [4.32429229]
 [4.44597343]
 [3.90094995]
 [4.29452509]
 [4.03315323]
 [4.10404953]
 [3.90455434]
 [3.93184714]
 [4.16661534]
 [4.01349645]
 [3.90153542]
 [3.78594986]
 [3.56563827]
 [3.31094174]
 [3.428695  ]
 [3.53432133]
 [3.50038562]
 [3.70314963]
 [3.64484804]
 [3.46589633]
 [3.68940322]
 [3.72857202]
 [3.62102539]
 [3.59003134]
 [3.57113667]
 [3.61102328]
 [3.53756553]
 [3.58783765]
 [3.53393679]
 [3.48480673]
 [3.44359125]
 [3.44580083]
 [3.36644455]
 [3.42601685]
 [3.35601891]
 [3.50147399]
 [3.39910735]
 [3.46349507]
 [3.48982544]
 [3.40798226]
 [3.47905445]]"
26,target_7,1.4517347525328017,-3.9410970050420326,60,120,150,"[[4.57]
 [4.3 ]
 [3.89]
 [3.92]
 [3.99]
 [4.1 ]
 [5.32]
 [5.12]
 [4.6 ]
 [4.55]
 [4.52]
 [4.72]
 [4.56]
 [4.66]
 [4.63]
 [4.58]
 [5.11]
 [5.6 ]
 [5.07]
 [5.13]
 [5.31]
 [5.59]
 [5.45]
 [5.38]
 [5.91]
 [6.45]
 [5.99]
 [6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]]","[[4.12109432]
 [3.77842592]
 [3.04688925]
 [3.5651698 ]
 [3.88985888]
 [3.73838473]
 [3.63000314]
 [3.64419786]
 [3.61791657]
 [3.6629028 ]
 [3.8544469 ]
 [4.06019018]
 [3.80004415]
 [3.79552775]
 [3.58594551]
 [3.71483072]
 [3.43387339]
 [4.16991934]
 [4.09613649]
 [3.75674856]
 [4.49073092]
 [3.46315439]
 [3.89236734]
 [3.94903093]
 [3.85953874]
 [3.62943622]
 [3.59173594]
 [4.33727213]
 [3.57327645]
 [3.56981261]
 [3.35733102]
 [3.02928615]
 [3.43628518]
 [2.69694199]
 [2.91562917]
 [2.91288168]
 [3.43198728]
 [3.37707779]
 [3.24910279]
 [3.28893512]
 [3.24335223]
 [3.31084514]
 [3.51162447]
 [3.21717625]
 [3.28280608]
 [3.320957  ]
 [3.27855412]
 [3.21377422]
 [3.2177952 ]
 [3.21001886]
 [3.20151535]
 [3.20786451]
 [3.1379006 ]
 [3.12448866]
 [3.15348517]
 [3.26955881]
 [3.17342915]
 [3.126303  ]
 [3.23441109]
 [3.18160984]]"
27,target_8,1.6495967208861555,-5.600983232749614,60,120,150,"[[4.92]
 [4.57]
 [4.3 ]
 [3.89]
 [3.92]
 [3.99]
 [4.1 ]
 [5.32]
 [5.12]
 [4.6 ]
 [4.55]
 [4.52]
 [4.72]
 [4.56]
 [4.66]
 [4.63]
 [4.58]
 [5.11]
 [5.6 ]
 [5.07]
 [5.13]
 [5.31]
 [5.59]
 [5.45]
 [5.38]
 [5.91]
 [6.45]
 [5.99]
 [6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]]","[[3.57829771]
 [3.3831726 ]
 [3.07306044]
 [3.25717573]
 [3.35953778]
 [3.2702722 ]
 [3.30661595]
 [3.30212631]
 [3.29422634]
 [3.33492152]
 [3.41810267]
 [3.42075234]
 [3.29230872]
 [3.33676677]
 [3.42061427]
 [3.39480377]
 [3.37018995]
 [3.55061196]
 [3.56691197]
 [3.4711162 ]
 [3.76939698]
 [3.3673566 ]
 [3.39590796]
 [3.36300102]
 [3.47411233]
 [3.37222618]
 [3.37243308]
 [3.61544541]
 [3.40953843]
 [3.3862165 ]
 [3.25666634]
 [3.20512227]
 [3.13866365]
 [2.9900718 ]
 [3.15928115]
 [3.11278672]
 [3.26776374]
 [3.1846279 ]
 [3.13675601]
 [3.21045952]
 [3.14910694]
 [3.19458522]
 [3.19311155]
 [3.16900495]
 [3.16886339]
 [3.18085191]
 [3.17838569]
 [3.15288074]
 [3.1377925 ]
 [3.13982008]
 [3.1477179 ]
 [3.11844143]
 [3.10135223]
 [3.07399616]
 [3.1460927 ]
 [3.13559221]
 [3.11819262]
 [3.08877193]
 [3.14539755]
 [3.13604564]]"
28,target_9,1.940141242143197,-8.335005487691735,60,120,150,"[[5.19]
 [4.92]
 [4.57]
 [4.3 ]
 [3.89]
 [3.92]
 [3.99]
 [4.1 ]
 [5.32]
 [5.12]
 [4.6 ]
 [4.55]
 [4.52]
 [4.72]
 [4.56]
 [4.66]
 [4.63]
 [4.58]
 [5.11]
 [5.6 ]
 [5.07]
 [5.13]
 [5.31]
 [5.59]
 [5.45]
 [5.38]
 [5.91]
 [6.45]
 [5.99]
 [6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]]","[[3.39305612]
 [3.20182932]
 [2.82259592]
 [2.96966717]
 [3.11179932]
 [3.1050655 ]
 [3.01672299]
 [3.02620591]
 [3.01929651]
 [2.98525841]
 [3.12677933]
 [3.29294414]
 [3.03085918]
 [2.9787202 ]
 [2.90537333]
 [2.94993215]
 [2.92924214]
 [3.10601692]
 [3.00859501]
 [3.12965529]
 [3.481407  ]
 [3.05778256]
 [3.1500184 ]
 [3.02022021]
 [3.16624708]
 [2.9505458 ]
 [2.89050088]
 [3.39486993]
 [3.02238546]
 [3.04420136]
 [3.03332768]
 [2.93883039]
 [2.92413489]
 [2.70685447]
 [2.8175635 ]
 [2.72863986]
 [3.00194367]
 [3.07756255]
 [2.90990867]
 [2.98717649]
 [2.96052066]
 [2.87425265]
 [3.11283146]
 [2.92803959]
 [2.91527506]
 [2.89181086]
 [2.94568864]
 [2.92470896]
 [2.89407118]
 [2.90840614]
 [2.89720382]
 [2.8762771 ]
 [2.93164085]
 [2.81637475]
 [2.89254022]
 [2.89089157]
 [2.90757159]
 [2.90418563]
 [2.87263052]
 [2.86559221]]"
29,target_10,2.1488071837335267,-10.50673707615252,60,120,150,"[[4.14]
 [5.19]
 [4.92]
 [4.57]
 [4.3 ]
 [3.89]
 [3.92]
 [3.99]
 [4.1 ]
 [5.32]
 [5.12]
 [4.6 ]
 [4.55]
 [4.52]
 [4.72]
 [4.56]
 [4.66]
 [4.63]
 [4.58]
 [5.11]
 [5.6 ]
 [5.07]
 [5.13]
 [5.31]
 [5.59]
 [5.45]
 [5.38]
 [5.91]
 [6.45]
 [5.99]
 [6.29]
 [5.17]
 [5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]]","[[2.84632027]
 [2.88183966]
 [2.6877455 ]
 [2.80268893]
 [2.77067433]
 [2.85354291]
 [2.79998296]
 [2.80748142]
 [2.83074944]
 [2.59223178]
 [2.52014762]
 [2.84625494]
 [2.64142195]
 [2.59868419]
 [2.66451748]
 [2.69254408]
 [2.65066011]
 [2.58235053]
 [2.5750444 ]
 [2.59296682]
 [2.88557013]
 [2.87068564]
 [2.40023188]
 [2.45181332]
 [2.83353816]
 [2.75661962]
 [2.63396069]
 [2.83417077]
 [2.7878486 ]
 [2.86136079]
 [2.81027459]
 [2.99092601]
 [2.92660646]
 [2.64449902]
 [2.94243145]
 [2.77816893]
 [2.8709666 ]
 [2.89407225]
 [2.90043512]
 [2.80788904]
 [2.70075682]
 [2.7483586 ]
 [2.97029246]
 [2.86211439]
 [2.75298494]
 [2.84964125]
 [2.87951352]
 [2.88694593]
 [2.88187932]
 [2.92535499]
 [2.9071952 ]
 [2.91920671]
 [2.94097209]
 [2.7681698 ]
 [2.82884432]
 [2.8994498 ]
 [2.89458112]
 [2.81534617]
 [2.90349964]
 [2.86761458]]"
30,target_1,0.3921781494662724,0.791797464468027,90,150,180,"[[5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]
 [5.76]]","[[5.52747382]
 [5.10840032]
 [4.75231311]
 [5.01808931]
 [4.49427319]
 [4.57802927]
 [4.52861067]
 [4.77609664]
 [4.34409421]
 [4.48342616]
 [4.65789684]
 [4.38941187]
 [4.94721989]
 [4.30270032]
 [4.4807471 ]
 [4.36644482]
 [4.40274723]
 [4.30704513]
 [4.28742491]
 [4.23711142]
 [4.19090405]
 [4.20728694]
 [4.2594395 ]
 [4.60162689]
 [4.58979537]
 [5.10885528]
 [4.67767091]
 [4.75329146]
 [4.59327648]
 [4.5939088 ]
 [4.6886101 ]
 [4.63848315]
 [5.04877115]
 [4.91997178]
 [5.31544069]
 [4.96650113]
 [5.38361443]
 [5.47336561]
 [5.51697222]
 [5.20558915]
 [5.15162929]
 [5.51374808]
 [5.76983668]
 [5.78811801]
 [5.76572794]
 [5.71841457]
 [6.11409807]
 [6.34459458]
 [5.69346948]
 [5.64841774]
 [5.93051827]
 [6.69833615]
 [6.53699817]
 [6.35264096]
 [6.2595893 ]
 [6.21346764]
 [5.98106573]
 [5.78742892]
 [5.91669776]
 [5.80609008]]"
31,target_2,0.5317698534193946,0.6126710437080819,90,150,180,"[[5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]
 [5.52]]","[[5.50836298]
 [4.99538542]
 [4.74781723]
 [5.00528824]
 [4.56642584]
 [4.641683  ]
 [4.62198012]
 [4.91646594]
 [4.50768328]
 [4.57261494]
 [4.88235741]
 [4.51789029]
 [5.11087521]
 [4.44134463]
 [4.59731518]
 [4.5178804 ]
 [4.58306509]
 [4.47248343]
 [4.45845844]
 [4.35948117]
 [4.27433861]
 [4.29988907]
 [4.4145115 ]
 [4.59647613]
 [4.59757745]
 [5.11634282]
 [4.80163   ]
 [4.87885854]
 [4.63351573]
 [4.72030717]
 [4.77137839]
 [3.82746789]
 [5.10132131]
 [4.85626556]
 [5.37291881]
 [4.20164495]
 [5.22297575]
 [5.40740728]
 [5.57775156]
 [5.18353535]
 [4.79824312]
 [5.40161226]
 [5.72843547]
 [5.81541714]
 [5.78601057]
 [4.54059531]
 [5.86640008]
 [6.16398906]
 [5.39953217]
 [3.86408136]
 [5.71814755]
 [6.73473161]
 [6.43495037]
 [6.33674877]
 [6.20566612]
 [6.2720093 ]
 [5.96397433]
 [5.67806547]
 [5.96636136]
 [5.85559654]]"
32,target_3,0.5988919195080785,0.5087195905917216,90,150,180,"[[5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]
 [5.54]]","[[5.04261229]
 [4.4768503 ]
 [4.88677461]
 [4.88087911]
 [4.5054209 ]
 [4.84509009]
 [4.64260352]
 [4.71267898]
 [4.62324434]
 [4.5265883 ]
 [4.88535939]
 [4.78964137]
 [4.9255401 ]
 [4.47922674]
 [4.74747432]
 [4.7409536 ]
 [4.62344225]
 [4.51447266]
 [4.58707664]
 [4.44162854]
 [4.38097984]
 [4.47219889]
 [4.37759437]
 [4.64037742]
 [4.44127655]
 [4.81429512]
 [4.61352736]
 [4.6771878 ]
 [4.58843501]
 [4.64467392]
 [4.6240342 ]
 [4.18057024]
 [4.84777442]
 [4.74718548]
 [5.10122753]
 [4.26049864]
 [4.8942241 ]
 [5.31249431]
 [5.28405679]
 [5.15706134]
 [4.72809547]
 [5.0534596 ]
 [5.23540684]
 [5.48634139]
 [5.61384092]
 [4.87894719]
 [5.5021518 ]
 [5.65339005]
 [5.43552885]
 [3.64106682]
 [5.78393224]
 [6.41921011]
 [6.17145937]
 [5.92759947]
 [5.82191092]
 [5.78355507]
 [5.55991741]
 [5.56691293]
 [5.89110474]
 [5.68702765]]"
33,target_4,0.6128621671647627,0.486894465100432,90,150,180,"[[5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]
 [5.79]]","[[4.63201892]
 [4.1635181 ]
 [4.21449389]
 [3.97540539]
 [4.482935  ]
 [4.54256596]
 [4.73119721]
 [4.4040132 ]
 [4.43677923]
 [4.47728193]
 [4.65819181]
 [4.73659316]
 [4.50163747]
 [4.45143531]
 [4.54096574]
 [4.66738402]
 [4.59309187]
 [4.44870631]
 [4.46481509]
 [4.30552872]
 [4.26121583]
 [4.21794075]
 [4.15362821]
 [4.02965182]
 [4.16530088]
 [4.25972475]
 [4.29895145]
 [4.22193534]
 [4.29052223]
 [4.44580661]
 [4.28884354]
 [3.11808743]
 [4.56331476]
 [4.59235508]
 [4.85144031]
 [3.91100076]
 [5.0319336 ]
 [5.4895995 ]
 [5.36772022]
 [5.34579886]
 [5.02562956]
 [5.11238576]
 [5.12444873]
 [5.48637426]
 [5.59021332]
 [4.25959707]
 [5.96385847]
 [5.61792519]
 [5.62403434]
 [4.17048065]
 [6.25693378]
 [6.54064182]
 [6.34437804]
 [6.26156421]
 [5.94414699]
 [5.85246762]
 [5.64481758]
 [5.53073813]
 [5.71182852]
 [5.87502011]]"
34,target_5,0.582050833873298,0.5319183632089988,90,150,180,"[[5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]
 [5.94]]","[[4.95203114]
 [4.4576214 ]
 [4.57005284]
 [4.33675489]
 [4.34795817]
 [4.46671308]
 [4.47430494]
 [4.44026092]
 [4.34133098]
 [4.23371317]
 [4.47504956]
 [4.44902745]
 [4.70933873]
 [4.21373651]
 [4.35781788]
 [4.47254197]
 [4.39504075]
 [4.25769095]
 [4.305172  ]
 [4.1750426 ]
 [4.09527146]
 [4.15038409]
 [4.08703156]
 [4.24141596]
 [4.21573244]
 [4.76441162]
 [4.45174916]
 [4.40443384]
 [4.42853732]
 [4.49764737]
 [4.42253859]
 [3.44140246]
 [4.73730402]
 [4.69168073]
 [5.15570789]
 [3.89934862]
 [4.77830442]
 [5.3505658 ]
 [5.30003663]
 [5.13599816]
 [4.64892824]
 [5.17492533]
 [5.22166223]
 [5.55928909]
 [5.68772302]
 [4.43509231]
 [5.83243935]
 [5.91828662]
 [5.53434882]
 [3.72447476]
 [5.93008359]
 [6.4153449 ]
 [6.5285488 ]
 [6.275717  ]
 [6.13670905]
 [6.02314794]
 [5.8441842 ]
 [5.76901014]
 [5.89107056]
 [5.89437473]]"
35,target_6,0.6602072932379998,0.3890080881532131,90,150,180,"[[5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]
 [6.26]]","[[5.19099383]
 [4.79560764]
 [4.44979708]
 [4.38530231]
 [4.42111004]
 [4.34294601]
 [4.40621834]
 [4.39223182]
 [4.25729746]
 [4.15359248]
 [4.34150869]
 [4.26071625]
 [4.6526058 ]
 [4.16195607]
 [4.17892363]
 [4.34236126]
 [4.34957151]
 [4.21579687]
 [4.22783149]
 [4.11692186]
 [4.01758128]
 [4.03692803]
 [4.07207254]
 [4.25573911]
 [4.37023978]
 [5.15371149]
 [4.66118526]
 [4.5653136 ]
 [4.57606133]
 [4.68450528]
 [4.58742578]
 [2.97325549]
 [4.89696385]
 [4.80558593]
 [5.54065998]
 [3.61991215]
 [4.82489953]
 [5.37820931]
 [5.42543983]
 [5.17987994]
 [4.59641374]
 [5.31181645]
 [5.54208601]
 [5.86543354]
 [5.93799721]
 [3.96225484]
 [6.09469185]
 [6.1980186 ]
 [5.6314763 ]
 [3.47213052]
 [5.69590113]
 [6.5085718 ]
 [6.73123105]
 [6.58714989]
 [6.4380044 ]
 [6.37841527]
 [6.20750912]
 [6.00369164]
 [6.05941583]
 [6.19034666]]"
36,target_7,0.6782966508224156,0.3393532455177638,90,150,180,"[[5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]
 [6.42]]","[[4.78186853]
 [4.56633609]
 [4.06449886]
 [3.72872109]
 [4.48042974]
 [4.20936913]
 [4.59370325]
 [4.26811434]
 [4.23136121]
 [4.27974582]
 [4.24076196]
 [4.34673671]
 [4.39365079]
 [4.27907076]
 [4.17093438]
 [4.39122565]
 [4.41607766]
 [4.28407108]
 [4.24966444]
 [4.16997624]
 [4.11643451]
 [4.02946923]
 [4.05212416]
 [3.88888184]
 [4.22711239]
 [4.57780931]
 [4.3897163 ]
 [4.20327778]
 [4.3702185 ]
 [4.49256893]
 [4.33143454]
 [2.85921492]
 [4.64605566]
 [4.72039174]
 [5.1040615 ]
 [3.9100981 ]
 [4.99550386]
 [5.4478986 ]
 [5.35847359]
 [5.2666059 ]
 [5.0125072 ]
 [5.33043863]
 [5.25293342]
 [5.57479864]
 [5.62184162]
 [4.08773885]
 [6.24248751]
 [5.9340482 ]
 [5.66953798]
 [4.81607357]
 [6.05934937]
 [6.19922325]
 [6.49894855]
 [6.45332707]
 [6.1909777 ]
 [6.04626194]
 [5.95111636]
 [5.73326278]
 [5.59487999]
 [5.97749314]]"
37,target_8,0.6888971397287629,0.29641185966329675,90,150,180,"[[5.89]
 [5.8 ]
 [5.56]
 [5.42]
 [5.63]
 [5.52]
 [5.33]
 [5.1 ]
 [4.79]
 [4.27]
 [4.18]
 [4.42]
 [4.29]
 [4.57]
 [4.53]
 [4.28]
 [4.13]
 [4.43]
 [4.57]
 [4.6 ]
 [4.26]
 [4.22]
 [4.5 ]
 [4.38]
 [4.27]
 [4.15]
 [4.15]
 [4.03]
 [4.06]
 [4.  ]
 [3.87]
 [4.15]
 [4.16]
 [4.12]
 [4.04]
 [4.11]
 [4.1 ]
 [4.15]
 [4.14]
 [4.75]
 [4.47]
 [4.56]
 [4.64]
 [5.31]
 [5.54]
 [5.6 ]
 [5.35]
 [5.39]
 [5.69]
 [5.19]
 [5.41]
 [5.54]
 [5.6 ]
 [6.52]
 [6.3 ]
 [5.88]
 [6.07]
 [7.04]
 [6.6 ]
 [7.02]]","[[4.9683526 ]
 [4.69167679]
 [4.10379137]
 [4.25744816]
 [4.39842132]
 [4.28563596]
 [4.40485423]
 [4.22909109]
 [4.1130249 ]
 [4.22499683]
 [4.27759821]
 [4.25954101]
 [4.29697929]
 [4.16593555]
 [4.16167559]
 [4.23976573]
 [4.26444912]
 [4.15767059]
 [4.1263302 ]
 [4.04587638]
 [4.00905102]
 [3.94033371]
 [3.9735624 ]
 [4.12532946]
 [4.34075179]
 [4.76590185]
 [4.43592262]
 [4.36219121]
 [4.39017698]
 [4.49749751]
 [4.4128736 ]
 [3.4564463 ]
 [4.67988686]
 [4.67956021]
 [5.18909201]
 [4.21888453]
 [5.09749204]
 [5.33838891]
 [5.29940624]
 [5.18453214]
 [5.03839771]
 [5.20078906]
 [5.48631331]
 [5.68015188]
 [5.69092734]
 [4.69093594]
 [6.15644882]
 [5.93757999]
 [5.70747964]
 [5.11675067]
 [5.74827379]
 [6.41257725]
 [6.35742279]
 [6.33787686]
 [6.10052903]
 [6.03653899]
 [5.87945168]
 [5.67937631]
 [5.71472135]
 [5.91564398]]"
